content,label
요기요에서 배달 잘 이용하고있구요 앞으로 여기서 배달주문을 많이 해볼것 같애요 음식메뉴도 잘 나오구 제가 먹고 싶은것 투성이라서 멀 골라야 할지 모르겠습니다ㅋ 여기서는 배달주문도 잘 되고 정말이지 최고입니다 가게 사장님들도 착하시고 실수없이 배달음식을 곧장 배달하는 서비스까지 반했습니다 자주 이용해 볼겁니다^,1
정말 잘 사용하고있음. 다만 포장 카테고리를 따로 만들지말고 그냥 결제화면에 배송/포장을 선택할수있게 만들어야합니다. 왜냐면 포장 카테고리를 들어가면 집주변에 있는 매장밖에 안뜸. 그래서 그럴땐 다른앱 이용해버림.,1
가게가 여러개 중복이거나 콜라만 올려놓은 가게들 안보이기가 되면 좋겠어요. 요타임딜에 이름만 조금 다르고 주소와 상호와 사업자등록번호가 같은! oooㄴㅇ ooㄴㅇ oooㄴㅇ 디저트집 3개나 중식당 24ㅅooo 24ㅅooo 24ㅅooo 뜨면 진짜 너무 짜증납니다. 양꼬치집은 심지어 5개. 제가 캡쳐라도 해서 드리고싶네요 심지어 요타임딜에 콜라 5만원짜리 해놓고 업체 바꼈다고 다른데로 주문하라는것도있어요. 진짜 안보이기 시행됐으면 좋겠습니다.,1
주문한 적 없는 회원한테도 쿠폰이 제공된다는 점이 요기요만의 장점인 듯요. 식비에 과다지출되서 지웠었다가 오랜만에 야식 먹으려고 다시 설치했는데 찜하기 기능이 새로 생겨있더군요. 단골집 설정해놓을 수 있어서 이전보다 편리해졌습니다ㅎ,1
대체적으로 만족합니다. 서울이 아닌 지역의 경우 조금 늦은 시간 주문을 하면 매장취소가 좀 빈번히 일어나 의도적으로 취소할 경우 매장에 패널티를 부여해서 의도적으로 취소가 발생되지 않도록 했으면 좋겠습니다.,1
라이더 위치 알 수 있다는 점이 정말 좋아요 배민에서 갈아탔어요. 음식사진도 먹음직스러운 곳이 많고 주문도 아주 용이 합니다. 여기도 편의점 배달 가능해졌음. 좋겠어용,1
제가 아는 어플들 중에서 할인을 제일 많이 받을 수 있고 보기도 편해서 애용하고 있습니다. 다만 어플에서 할인은 하는데 할인 하는 기간에 해당 업체에서 주문을 막아버리는건 어떻게 안될까요? 할인한다길래 들어갔는데 항상 닫혀있고 다른 어플에서만 열어놨더라구요. 할인행사 끝나면 다시 열어놓고. 소비자를 기만하는 것도 아니고 이럴거면 해당 업체에서 왜 요기요 서비스를 사용하는 것인지 모르겠네요. 이런 업체에 대해서는 제재를 가해주셨으면 합니다.,1
요기패스나 리뷰포인트 등 고객이벤트가 좋음 단지 입점 가게가 타 배달어플에 비해 작은 편이라 타 어플에서 시켜먹던 집 있나 찾아보면 없는 경우가 한 70%는 되는 듯. 수수료가 높은 편이라 그런지 타 어플보다 요기요에서는 가격을 비싸게 파는 곳도 발견. 그래서 결국 타 배달어플에서 시켜먹는 경우가 많음.,1
"저만 그런지 모르겠는데, 음식점에서 음식이랑 음료를 같이 시키면 음료가 항상 안 오더라고요. 이거 신고 못하나요? 다섯 번이나 당했어요. 2~3천원 돈이긴 한데 계속 이러니까 속상해요. 아무리 바쁘다 하셔도, 저희 동네만 이런 건지. 사장님한테 여쭤봐도 아무 대답도 없고 전화해도 안 받고. 이런 경우는 어떻게 해결해야 하나요.? 고객센터에 전화해야 할까요?",1
"가게에서 블라인드 처리한 리뷰는 내용은 가리더라도 없어도 ""가게 요청으로 블라인드 처리된 리뷰"" 등으로 표기되었으면 좋겠어요. 평점 높아서 시킨건데 불만을 남기면 리뷰를 블라인드 처리해버리는 가게 있네요. 진짜 악의적인 몇 개면 모를까 지속적으로 마음에 안드는 리뷰를 블라인드 처리 날리는 그런 가게는 고객도 알아야 되는게 아닌가 싶어요.",1
다좋은데 카드결재시 포인트사용 안함을 기본으로 설정해주세요 오른쪽에 있는 확인키 누르는습관이 들어있는 한국사람은 카드포인트 쓰기 버튼이 오른쪽에 있어 포인트없으면 재결재해야하고 포인트사용안함 확인 또 해야하고 . 어플지울뻔 했습니다,1
할인을 정말 많이 해줍니다. 요기패스 신청시에 할인 정말 잘받으면 최대 10000원까지 할인 가능하고요. 그렇지 않아도 쿠폰을 많이 주셔서 3000~4000정도는 매주 할인해서 먹는거 같습니다. 배달의 민족 바로 삭제했네요. 항상 잘쓰고 있습니다. 감사합니다.,1
보기 편하고 이벤트 있고 좋아요 다만 쿠폰 여러장 사용할 수 있도록 개선 부탁드립니다 한개의 쿠폰에서 금액이 조금 남을 경우 매번 환불 요청하는 것도 불편하고 상품권 중복 사용할 수 있도록 하면 사용량이 더 늘 것 같습니다,1
요기요 상품권 선물 받은후 저의 실수로 선물받은 상품권 등록을 잘못하게 되었는데 바로 톡으로 문의 드렸더니 신속하고 대응해주시고 정확하고 빠르게 처리를 해주시니 너무너무 감사했습니다. 사실 요기요는 몇년전에 몇번 이용하다가 다른어플을 사용중이었고 몇년만에 처음 주문한거였는데 기존에 사용중이던 어플보다 만족스럽고요. 이것저것 볼것이 더 많은것 같아 자주 이용하게 될것 같습니다,1
전 버전의 ui가 더 심플하고 편하긴 했는데요. 바뀐거야 적응하면 되는거니 그러려니 하는데 즉시할인과 쿠폰할인 구분이 전에는 가게를 안눌러도 됐는데 지금은 두가지가 똑같이 표시되어서 확인하는데 번거롭게 바뀌었네요.,1
전반적 기능은 배민과 유사하거나 결제만 놓고보면 다른 어플과 연계된 페이 기능은 우수하다고 생각됩니다. 하지만 쿠폰이나 선물받은 상품권을 묶어서 결제하는게 안되는건 아직 아쉬운 점입니다.,1
우리동네 한정 배민보다 훨~ 좋음 ^ 요번에 요기패스(x) ? 한달 동안 사용해 보았는데 저와는 맞지 않는거 같더군요 (자주 배달되는 곳이 적용이 안돼네요.) 다음달부터는 기존 요기패스로 전환하려고 합니다 ㅡ,1
"ios용 요기요에서만 그런지는 모르겠는데, 최근 안심번호가 적용이 안되는 경우가 종종 있어보입니다. 해제한 적이 없음에도 안심번호가 미적용된 주문이 5월부터 있더라구요. 그래서 일부러 안심번호를 체크해제했다가 체크해서 주문했는데 안심번호가 안되서 원래 번호가 영수증에 표시되어있네요. 안심번호가 필요한 분들도 있을텐데 안심번호적용이 제대로 되는지 확인바랍니다.",1
"개선/추가할 점 1. 즐겨찾기 기능 만들어주세요. 단골집이나 나중에 시켜 먹을 곳 등 즐겨찾기 해서 사용자가 쉽고 간편하게 맛집을 찾을 수 있도록 2. 제주도 배달점 좀 늘려주세요. 정말 배달의 민족에 비하면 너~무 없어요. 이점이 너무 아쉬운 것 같습니다. 분명 제주도 치킨 집은 많은데 요기요엔 10곳 남짓. 3. 주문 취소 시스템 - 이건 알아서 편리하게 개선해 주셧으면. 만약 주문 취소 버튼을 앱 내에서 만들게 된다면 카카오 택시처럼 취소가 악용되지 않게, 주문 취소시 1시간 주문 금지라든지.",1
"사용하기 편리합니다. 근데 라이더님 에게 전달하는 메세지가 몇가지 더 있으면 좋겠어요. 벨 누르고 문앞에 놓아 달라는 메세지를 99프로 사용하는데 타앱은 기본 메세지가 그거여서 다 벨 누르고 놓고가는데 꼭 요기요에서 주문하면 그냥 놓고 가는분이 10에 3분은 그냥두고가네요. 문자나 연락없이요 시간되서 열어보면 많이 식어있을때가 종종있어서 기분상하더라구요 저희집은 문 앞에 메세지를 붙여도 놓고 요청사항에 늘 같은메세지를 적지만 라이더용 메세지가ㅇㅏ니여서 안보시는건지 불편해요. 기본메세지가 문자로 되어있지만, 아이들이 있는집은 핸드폰을 잘못보는경우가 많아서 벨 누르는걸로 요청드리는거거든요ㅜ 라이더기본메세지 몇가지 추가 해주셨음좋겠어요",1
"잘 사용하고 있는 어플입니다! 다만, 한 가지 아쉬운 부분은 배달에 대한 부분입니다. 어떤 분들은 미리 결재되어 있는 금액으로 배달을 대부분 해주시는데 어떤분들은 오셔서 천원을 현금으로 더 달라거나 이천원을 달라거나 하는 경우가 있는데 음식을 가져다 주러 오셔서 현금으로 더 주셔야 한다고 하시는데 아주 불쾌하더군요. 어떤 경우에는 주문한 매장에서 전화가 와서는 돈을 더 주셔야 배달을 해준다고 한다는데 현금을 도착하면 줘야 한다고 합니다. 이런 부분이 신속히 개선되었으면 좋겠네요!",1
가게가 잘못 설정하는 걸 요기요 탓으로 돌리는 사람들이 있네요 요기요 덕에 너무 편하게 주문 잘 하고 있습니다 제가 지금까지 겪은 불편은 보통 가게 측의 표기 오류 등 때문이지 요기요 시스템으로 불편한 적은 없었습니다 감사합니다!,1
일단 라이더분들이 걱정입니다 생각보다 빨리오거나 처음 길을 드시는분들은 45도이상되는 오르막일경우 오기 힘들다는 경우도 있기 때문에 조심해서 오시길 부탁드려요 앱은 그럭저럭 검색도 잘되는것같기도 하고 바로연결이나 네이버페이가 되는점이 좋네요 주문 되는곳하고 안되는곳하고 구분도 잘되고 나름 그럭저럭 만족합니다 저는.,1
"정말 잘 이용하고 있었는데, 배민의 영향인지.아니면 흠.ㅜ 잘 모르겠는데; 배달료가 정말 비싸긴 하네요. 장거리도 아닌데.그래도 장거리와 근거리의 가격차이는 있으면 좋겠다 ~ 생각이 들었네요",1
편리하네요.이전까지는 친구것을 상옹하다가 이번에 직접어플을설치후주문을했어요 이어플을 사용하는이유는 다양한쿠폰을이용할수있어서좋고요 근데한가지아쉬운것운 즐겨찿기할수있는 옵션이없는것이너무아쉽고요.다음번업뎃에꼭즐겨찿기메뉴가꼭있었으면하는 바람입니다,1
다 괜찮은데 첫 주문 이후 쿠폰들 주는거에 다 5일 기간제로 주는게 좀 마음에 안드는군요. 나중에 먹고싶을때 시키는게 아니라 또 5일안에 주문을 해야 다른 쿠폰을 줄것이고 그 쿠폰도 분명 5일 기간제겠죠. 이런 할인쿠폰들은 기간제가 아닌 무제한으로 아니면 하다못해 한달 내 사용 정도로 넉넉하게 기간잡아 주셨으면 하는데요,1
배달이 온 후에 다 먹고 리뷰를 쓰려고보면 아직 배송예정 몇분 전이라고 뜹니다. 앱에서 측정한 배송시간을 채워야 리뷰를 쓸 수 있다보니 이따가 써야겠다 생각하다가 잊어버리는 경우가 있습니다. 이 점은 개선해주셨으면 합니다.,1
"할인이 많아서 잘 쓰고 있어요. 다만 아쉬운 건 경쟁사 어플에 비해 다소 불편함 점이 있어요. 가령 경쟁사 어플의 경우 내가 보고 있는 화면에서 그 가게가 포장 방문이 되는지 안 되는지 직관적으로 알 수가 있는데, 요기요는 같운 가게라도 배달 따로 포장 따로 카테고리가 나뉘어져 있어서 그 점이 불편하더라고요. 그밖에 포장시 방문 시간 텀이 너무 길어요. 보통 경쟁사 어플 쓸 땐 포장 주문 아무리 길어봐야 20분 안쪽이고 보통은 넉넉집아 10분이었는데, 요기요는 포장 방문 주문인데도 기본 20분에 심하면 40분까지 잡히더라고요. 그래서 막상 가게에 전화 넣어보면 그렇게 안 걸린다고, 더 빨리 오셔도 된다고 안내받은 경우가 대부분이었습니다. 무쪼록 개선해주시면 더 편하게 이용할 수 있을 것 같습니다.",1
"주문하기에 편리하고, 기타 문의사항의 경우에도 고객센터에서 친절하고 빠르게 해결해주거나 답을 줌. 전화만 하면 됨. 그외에도 종종 이벤트성으로 할인 쿠폰등을 배포하는게 제일 좋은점임. 배민에서 갈아탔지만, 적어도 후회는 안함.",1
혜택은 좋으나 익스프레스 주문전에 기사님이 배달 가능한건지 알수있었으면 좋겠습니다 배달기사님이 다 배달중이라고 25분뒤에 가게에 주문이 들어갔는데 미리 알았다면 다른방법을 썼을거 같습니다. 주문해놨는데 취소하기도 그렇고 그냥 기다렸는데 기분이 좋지는 않네요,1
일단 수정이 어렵다는거에 답변해주셔서 감사합니다 하지만 클린리뷰를 위해 리뷰수정이 어렵다는게 솔직히 이해가 안됩니다 어짜피 안좋게 적으실분들은 처음부터 그렇게 적을텐데 수정이 있다면 첨에 안좋게 적었다가 맛있어서 다시 새로적을수도 있다고 생각합니다 제가 수정할수 있게 요청드린건 리뷰이벤트로 음식을 받았는데 리뷰를 헷갈려서 다른음식사진을 올려가지고ㅠ 그게 좀 마음에 걸려서 부탁드린건데 어렵다면 속상하지만 어쩔수없네요ㅠ 답변감사합니다.,1
"할인서비스가 많아서 좋습니다.대신 타 앱보다 음식점이 적어요. 배달인생인 사람으로써 바라는 사항은, 나랑맞지않는(시켜먹었는데 나한테는 맛없는 식당)음식점을 표시같은걸 할수있으면좋겠습니다.좋아하는 매장 찜등록 하는것처럼. 가끔 햇갈려서 별로였던데 또 시키게되면 짜증이 확나거든요.배달시킬때마다 적어논거 일일이 확인하기도 힘들고.가끔시키면 몰라도 자주시켜먹으면 오랜만에 먹는 음식의 매장들은 어디가 맛없었는지 햇갈리는 경우가 많거든요.부디이것좀 어떻게 해주세요",1
"요기요 기획자라도 바뀐건가요? 점점 더 사용자 편의성이 좋아지네요. 기존에도 메뉴 리뷰로 긍정적 리뷰 남겼었는데, 이번에 보니깐 메뉴 검색하면 가게 눌렀을때 검색한 메뉴로 자동스크롤해서 표시해주기랑 메뉴별로 가게 묶어서 보여주는게 타사랑 비교되어 돋보입니다. 원하는 가게가 없으면 등록요청 해주는것도 아이디어 좋아보여요. 띠 배너가 너무 많고, 디자인이 좀 더이뻤으면 하지만 ux는 너무 좋네요. 더 좋아지길 기대합니다. ㅡ 이전리뷰) 메뉴에 대한 리뷰가 있어서 궁금한 메뉴의 리뷰만 빨리 볼수있어서 정말 좋아요",1
요기패스 정기구독하고 저는 요기요만씁니다 일단 요기패스 한달구독료만큼 뽕을 뽑습니다 한달정기구독패스요금이 저의기준 2900원인데 요기패스 입점 가게들이 많으니 배달비가 공짜가 되며 특히 대기업체인가게들에서 매달 많은 할인쿠폰들이 나오는데 요기패스 구독하는 한에서 혜택들이 폭탄입니다 배달비+즉시할인+쿠폰할인=까지하면 매달 요기패스구독한비 뽕을뽑습니다 그리고 마지막으로 처음 피드백쓸때 위에3가지가 동시에 안되서 ㅜ.ㅜ했는데 요기패스쓴지 1년넘은 시점에서 모두가 한꺼번에 할인혜택이되서 지금은 너무 만족하며 쓰고 있어요 무엇보다 요기패스 정기구독금액이 착해서 최고 맘에듭니다^,1
"예전에 현금결제가 있었던 것 같은데 오랜만에 시키려고 하니 현금결제가 사라진 건지, 회원가입하고 카드까지 등록 하려고 하니 시간이 좀 걸렸네요. 그래도 음식 분류가 잘 되어있고 리뷰까지 쉽게 볼 수 있어 유용한 앱인 것 같습니다. 여러가지 음식을 따로 주문시키지 않고 한 번에 주문가능하니 좋네요😁",1
"어플 잘 사용하고 있습니다. 편리한 서비스 감사합니다. 다만, 요기패스를 사용하고 있는데 식사 시간 근처에는 ""주문량 증가로 잠시 배달이 어렵습니다""로 주문이 막혀 다른 서비스를 이용하게 됩니다. 음식점의 선택인지는 모르겠지만 개선되었으면 좋겠습니다.",1
메뉴 리스트가 너무 길어서 중간에 열고 닫기 기능이 잇음 좋을듯 그리고 다른어플이랑 메뉴차이남 예를 들면 배민에잇는 네네는 윙봉메뉴가잇고 요기요에는 없음 비교해보니 그런가게가 제법잇음 그렇게되면 윙봉을 먹기 위해서는 요기패스를 쓰고 있지만 배민으로 주문해야되는경우가 생김,1
다 좋은데.카톡으로 배달 현황 알림톡 오는거 부정확할때가 많아요. 이미 도착했는데 음식 출발했다그러고. 뭐 쓰는데 크게 불편한 점은 아님. 그리고 이벤트로 자잘한 쿠폰들 챙기는데 목록이 아래로 많이 내려가있어서 매번 찾을때마다 불편함. 그거 말고는 쓸만한 앱.,1
쿠폰도 많고 배달비도 타 어플보다 저렴하네요! 많이 애용하겠음,1
"이벤트를 활용하니 엄청 싸지네요. 배달비 아까워 직접 테이크아웃을 많이 했는데, 진작 요기요를 깔았으면 좋았을 것을. 이벤트 자주 해줬으면 좋겠어요! 근데 도미노는 50%쿠폰 다운로드만 되고 정작 상점 목록에는 뜨지도 않네요. 뭥미.",1
할인도 많고 적립금도 좋고 잘쓰고 있네요,1
몸이 아파서 마트못갈때 오늘같이 날씨추워서 먹고 싶은거 사러가기 싫을때 너무고마운 요기요 입니다 거기다 할인쿠폰도 나올땐 정말 좋아요,1
가게요청사항쓸때 타자반응이 너무느려요. 폰문제 아니고 요기요 쓸때만 그럽니다,1
지방이라 배달이 한정되어 있지만 유용하게 쓰고있습니다 감사합니다 ~^,1
이벤트나 쿠폰좀많이올려주시연좋을듯합니다.그리고 화면보기가정신이없어요,1
"좋은 서비스 부탁합니다. 요샌 죄다 외국자본 회사가 되어버려서, 결국엔 서비스 좋고 사용 편의성 좋은델 찾아서 시키게 되네요",1
"무료배송인데 금액 계산이 잘못될 때가 있습니다. -2,000원이 아니라 -1,000원으로 되는 식이요. 다행히 처음부터 다시 계산하니까 잘 되긴 했는데, 제대로 안 보고 결제하는 사람은 호구당하겠어요.",1
점점 가능한 곳이 많아져 아주좋아요 다만 문닫을때가 다되었다거나 거리가 먼경우 주문받고도 맘대로 취소하는 곳이 있거나 전화가 와서 임의로 배달료를 더 요구하는 경우가 있어요,1
앱 자체는 사용자체가 너무 간편하고 간략해서 좋습니다. 다만 앱이 아무리 좋아도 장사하는 가게에서 멍멍이처럼 장사하는 것까진 앱이 어떡게 할 수 있는게 아니니. 평알바 써버리면 답이 없는 것 같아요. 사용 자체는 아주 편하고 좋아요,1
음식점마다 상이하지만 첫주문할때만 푸짐하고 이후로는 뭔가 빠지거나 뭘 빼먹거나 하는 경우가 있네요. 일관되게 하면 불쾌할필요가 없는데 눈에 띄게 차이가 나니 불쾌하더군요.,1
가끔씩 서버 터질때 있지만 그거 말고는 세일도 자주하고 세일폭도 커서 자주이용합니다 가게사장님들도 다른 배달앱에 비해 요기요가 시간도 잘 지키고 배달도 얌전하게 잘한다고 입이 마르도록 칭찬하더라구요! 정말 흥했으면 좋겠어요 항상 파이팅!👍❣,1
"메뉴마다 리뷰를 볼수있어 미리 음식에 대해 알수있어 좋은듯. 요기패스x 좋으네요. 단지 , 이건 제 개인적인 문제인데배달비부담이 줄어 이전보다 자주 주문하게되니 3주만에 2kg 붙었어요~ㅋ ㅜ.ㅠ",1
리뷰에 불편사항을 적으면 다른 배달어플에서는 사장님들이 리뷰어들을 공격적으로 대하는 경우가 있더라구요. 여기서는 그런것도 없었고 요기서 결제하면 빨라서 편해요!,1
할인이벤트가 많아 잘 이용하고 있는데 불편사항이 있습니다. 네이버페이로 결제 시 현금영수증 전화번호 입력란에 중간번호를 바꿀 수가 없습니다. XXX-XXXX-XXXX 이 부분에서 중간을 지우려 하면 끝 전화번호로 자동으로 넘어가네요. 이 점 해결바랍니다.,1
내가 앵간하면 리뷰 엄격하게남기는데. 요기요패스에 매일할인에 방금도 치킨한마리 6천원에 시키고 갑자기 리뷰쓰라는창떠서 쓴다. 지금기분 상당히좋다. 15000원짜리치킨을 6천원에먹는다. 배달팁 1500원까지 16500원짜리를 10500원을 할인받고 6천원에먹는다. 말이가방구가? 좀 다른상황이지만 배보다 배꼽이큰게 이런건가싶다. 고맙다 요기요. 이젠 배민5 요기요5로 써야겠다 여태 배민만써서 미안했다,1
할인랭킹 메뉴 장바구니 넣으면 가게에서 주는 할인 쿠폰 같이 못쓰게 막혀있는데 20%할인+5000원 쿠폰할인 이런식으로 안내글자가 적혀있는게 헷갈려요 둘중에 하나만 선택해야하는데 + 로 돼 있으니 이중할인이 들어가는거같이 보입니다 수정해 주세요,1
메인 화면에 들어가면 정지돼서 주문을 못하고 있어요 +1시간 기다렸다가 다시 들어가니 해결 됐네요 평소에 잘 이용하고 있어요. 다만 종종 이럴 때가 있어서 불편합니다😂,1
다양한게 많아서 좋아요 전화해서 주소 얘기 안해줘도 되고 여러모로 편해요 맨날 책 메뉴판만 보다가 이렇게 상세하게 보고 내가 직접 이것저것 고를수도 있고 식당들 위생정보도 알수 있고 좋아요 요즘 입맛도 없고 날씨도 추운데 집에서 배달 해서 먹는맛이 꿀잼입니다 ~^ 제가 자주가는 식당에서 큰 배신을 당해서 지금도 화가 납니다 반찬을 다시 제 사용해서 나오는걸보고 신고 하고 싶었지만 증거사진이 없어서 포기했습니다 그래서 요기요를 알고 나서는 맘이 다풀렸습니다~ 앞으로 다양하고 위생적인데만 보여주시고 대박나세요~,1
쿠폰가지고 장난치는 배민보다 천배낫다. 할인도 통크게 해주고 진짜 내가 배민만 생각하면 혈압이 오르네. 수백만원 어치를 시켜먹었는데 혜택도 없어. 근데 요기요는 그냥 첫주문인데 만원넘게 할인되는게 수두룩.ㅋ 배민 영영 빠이 그리고 하나 추가되어야할 기능 가게 찜하는거 그것좀 해주세요 그거없으면 귀찮은 부분이 좀 많아요.,1
편리하게 잘 사용하고 있습니다만. 왜 포토 리뷰로 받아서 모아두는 포인트를 야금야금 가져가나요? 만원조차 모을수가 없네요. 그리고 점주들 리뷰 관리 안하나요? 100포인트 못받은것만 하면 5천원은 넘을거 같은데.,1
워킹맘이기도 하지만 워낙에 외식을 좋아하는 세식구가 요즘은 추워서 배달음식 먹는 일이 많은데 요기요에서 주문하면 실패하는 일은 거의 없네요~ 다른 배달음식 사이트보다 만족도 높아요~^,1
"감동ㅠ 제가 팔칠닭강정 시켜는데 거기서 미니 이벤트 같은걸하는데 이벤트가 사진리뷰작성약속 하시면 리얼새우칩 or 치즈웨이감자을 준다했는데 요기서결제 사용만 가능한데요 그런데 전 그걸 못보고 ""사진리뷰작성 할게요~ 치즈웨이감자요""라고하고 현장결제 카드눌렀는데 딱 주문하고 팔칠닭강정 이벤트 보니까 요기서결제만 됀다고 해서 당황했는데 배달오고 보니까 치즈웨이감자 있었어요ㅠ 요기요 짱짱 팔칠닭강정-홍성점- 고맙습니다ㅠ 요기요 짱짱!",1
사장님만 볼수있는 리뷰가 있었으면 좋겠네요. 맛도 있고 단골인데 어떤날 실수했을경우 살짝알려주고 싶은데 전화하긴 내가 너무 오지랖같고 또.너무 내성적이며.ㅜ 리뷰쓰면 다른고객들이 늘 그런줄알고 오해살수도 있으니 ㅡ; 사장님한테 살짝 리뷰를 남기고 싶네요. ^;,1
요기요 잘쓰고 있는 유저입니다. 요기패스 미사용자로서 리뷰달아요. 요기패스 미사용자는 쿠폰 혜택이 너무 없어요. 쿠폰을 준다해도 쿠폰적용 할 수 있는 금액 조건이 너무 쎄다그래야되나? 요즘 세상에 1인분 주문하는 사람이 얼마나 많은데 한끼 떼우는데 거의 2만원이상 시키고 배달비까지 붙는다는게. 참. 쿠폰은 줘도 못써요ㅜ 요기패스 미사용자들을 위해 뭔가 해택을 더 주세요.ㅈㅂ,1
이벤트 종류가 많아서 좋은 앱인데 보면 10가지를 훌쩍 넘어요 검색 기능 좀 만들어줬으면 좋겠습니다 내가 찾던 이벤트가 아직 진행 중인지 확인 하려면 스크롤을 내려야 하는데 이것도 반복 되다 보면 일처럼 압박감이.,1
음식점 고를 때 배달비좀 미리 보이게 해주세요 아니면 필터에서 배달비 선택 만들어 주시던지 1인 주문 하는 사람들 중에는 배달비 부담스러운 경우가 많아서 무료배달 찾는 경우가 많습니다 많이들 그럴거라 생각함 그리고 슈퍼클럽10회를 다 사용하면 남은기간엔 사용을 못 해서 불편합니다 1달 다 채울 때까지 기다려야하지요 이건 좀 많이 불편합니다 할인때문에 어플쓰는데 할인받다가 안 받고 시키려하면 손해보는 느낌이라 안 시키게 돼요 그러니 10회를 다 사용시엔 즉시해제 후 재가입이 바로 승인되게 하면 어떨까요?,1
조아요 너무조아요 토스페이돼서 무배가조금더많아졋으면좋겟어요ㅜ😭,1
항상 포인트 리뷰 100원 밖에 안줘서 짜다 했는데 결제 적립이벤트 개꿀이네 멤버십 5%적립 개꿀 어차피 네이버 멤버십에 연결되어있어서 요기요 쓰는건데 이대로만 해라 진짜,1
가게 요청에 의한 게시물 삭제 동의 여부 확인이 있었군요. 이걸로 진행해보겠습니다. 배달 어플 진지하게 그만쓸까 하다가도 요기요 서비스 때문에 못 끊게 만드네요.,1
화면이 다 잘려요 결제 버튼도 2mm정도만 보이고 상단의 음식 그림은 아예 안 보이는 것도 있습니다 스크롤하면 내려가기라도 해야지 뭐 이건 좋좋소에서 만든 앱같아요,1
"할인쿠폰도 주고 출석체크 매일 하면 포인트가 쌓여서 모인 포인트로 결제할때 쓸 수 있고, 다양한 음식점에서 할인행사도 해서 본인이 원하는 음식점 선택해서 할인도 받고 맛있는 음식도 배달시켜 편하게 집에서 먹을 수 있어서 좋아요.",1
주문내역이나 작성한리뷰에 검색기능이 있었으면 좋겠음. 배민은 이기능이 있는데 요기요 에는 없음. 이기능 있으면 주문할때 이가게에 주문한적이 있는지 맛은어땠는지 확인할때 요긴함.,1
이제좀 슬슬 좋아지는가 했는데 배달 가능지역이 자꾸 바껴서 단골집에 주문을 못하는 경우가 종종 생기네요,1
앱이 다 좋아요 다 좋은데 배달 라이더분의 위치가 지도에 표시가 없으느 어느정도 왔는지 알 수가 없어서 불편해요,1
"배송이 느려지면 음식에 문제가 생기는 음식도 걸어서 배달한다고요? 꽤 거리가 있는 곳도 걸어서 배달이 되는지 몰랐네요. 음식은 이미 완성되어서 취소도 못 하고, 라이더분이 없으면 주문전에 걸어서 배달할 수 있다고 미리 말이라도 해줘야 하는 거 아닌가요?",1
요기요만 씁니다 군대에서 배달시킬때도 요기요 쓰고 곧 전역인데 말출 나와서도 이앱만 씁니다. 걍 익숙해요 보기도 편하고 난잡하지 않아서 제일 좋습니다.,1
등록이 안되어있는 가게가 너무 많아요. 쿠팡이츠 배민 쓰기 싫은데 좋아하는 맛집이 거기밖에 없어서 어쩔수없이 쓸수밖에 없어요.,1
네이버멤버쉽 가입했더니 요기패스등록이되더군요~덕분에 할인에 무료배달에 실시간최소금액 할인가게도 떠서 잘쓰고있어요^ 네이버포인트 모아둔걸로 소진해서 무료로 먹기도 하고 좋아요,1
요기요의 다양한 프로모션과 회원 혜택 덕분에 배민 요즘 안 쓰게 되네요 다만 포장시 매장측에서 픽업시간 조정이 불가능한 거 같더라고요 그래서 저번에 좀 기다렸는데 매장상황에 따른 픽업시간 조정 및 알림도 가능했으면 좋겠습니다. 그리고 이번에 허버허버 논란 있던데 잘 대처한 거 같아요 응원합니다! 소수의 반사회적인 사람들한테 휘둘리지 않기를,1
쉽고 편해요. 가게배달과 무료배달 초기설정 화면이 가게마다 달라 실수 한 적 있음 최초설정값을 요기요무료배달로 해주면 좋을것같음,1
"덕분에 배달앱 잘 쓰고 있습니다 다만, 아쉬운 점은 한가지입니다 영업을 하고 있는데. 계속 영업 준비중이라고 떠서 굉장히 불편합니다 업그레이드 해봐도 소용없고 다른 사람들도 위해서 꼭 좀 부탁드립니다",1
잘쓰고 있네요 딱히 의견은 . 없는데 지도와 연동해서 배달 상태를 실시간으로 볼수 있으면 좋을 듯 이전에 한번은 되었던것 같은데. 전체적으로는 만족하며 쓰고 있어요,1
일단 첫 주문은 잘 되었는데 쿠폰 관련 안내가 아쉽네요; 첫 주문 쿠폰 2만원을 만원씩 주길래 한번씩 쓰는건가 하고 일단 만오천원 주문했더니 다른 쿠폰은 있어도 못쓰게 되어서. 주문 당 하나밖에 못쓴다거나 일정 가격이 넘어가면 두개 다 쓸 수 있다는 안내가 있었으면 좋겠습니다,1
"장바구니 음식 주문표 수정할 수 있었으면 좋겠어요 예를들어 마라탕을 장바구니에 넣었는데 고기추가를 실수로 체크를 안했으면 다시 새로 맛 설정, 재료 담을꺼 10개 선택후 고기추가 버튼을 눌러야 하는게 너무 귀찮아요. 그냥 장바구니에 메뉴 수정버튼 생겨서 다시 세팅할 필요없이 바로 고기추가만 할 수있게 간단하게 주문할 슈 있으면 좋겠어요",1
